,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Subtotal,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
663,816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,139.65,6.9825,166.005,1/29/2019,15:48,Cash,139.65,4.761904762,6.9825,5.9
664,491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,55.45,2.7725,165.9,2/26/2019,17:46,Credit card,55.45,4.761904762,2.7725,4.9
665,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,128.91,6.4455,165.648,02/03/2019,11:46,Cash,128.91,4.761904762,6.4455,9.3
666,842-29-4695,C,NAYPYITAW,Member,Male,Sports and travel,17.14,7,119.98,5.999,165.4485,1/16/2019,12:07,Credit card,119.98,4.761904762,5.999,7.9
667,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,352.5,17.625,165.123,3/24/2019,18:14,Credit card,352.5,4.761904762,17.625,5.9
668,641-51-2661,C,NAYPYITAW,Member,Female,Food and beverages,87.1,10,871,43.55,164.871,02/12/2019,14:45,Credit card,871,4.761904762,43.55,9.9
669,714-02-3114,C,NAYPYITAW,Normal,Female,Sports and travel,98.8,2,197.6,9.88,164.682,2/21/2019,11:39,Cash,197.6,4.761904762,9.88,7.7
670,518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,194.52,9.726,164.43,02/04/2019,15:44,Ewallet,194.52,4.761904762,9.726,7.6
671,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,173.22,8.661,163.611,2/20/2019,13:06,Ewallet,173.22,4.761904762,8.661,7.7
672,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,71.88,3.594,163.233,2/23/2019,20:43,Ewallet,71.88,4.761904762,3.594,6.4
673,408-66-6712,C,NAYPYITAW,Member,Female,Health and beauty,47.71,6,286.26,14.313,163.002,2/16/2019,14:19,Ewallet,286.26,4.761904762,14.313,4.4
674,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,81.24,4.062,162.75,1/17/2019,10:01,Credit card,81.24,4.761904762,4.062,4.1
675,588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,560.4,28.02,161.7,1/14/2019,19:30,Ewallet,560.4,4.761904762,28.02,4.4
676,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,186.8,9.34,161.553,3/30/2019,16:34,Cash,186.8,4.761904762,9.34,5.5
677,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,220.23,11.0115,160.86,03/02/2019,13:10,Ewallet,220.23,4.761904762,11.0115,4
678,556-41-6224,C,NAYPYITAW,Normal,Male,Health and beauty,33.64,8,269.12,13.456,160.44,2/15/2019,17:10,Credit card,269.12,4.761904762,13.456,9.3
679,811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,454.8,22.74,160.209,03/01/2019,10:22,Credit card,454.8,4.761904762,22.74,4.8
680,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,167.54,8.377,156.03,2/24/2019,19:57,Cash,167.54,4.761904762,8.377,4.6
681,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,448.56,22.428,155.652,2/19/2019,19:29,Credit card,448.56,4.761904762,22.428,7.3
682,274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,293.88,14.694,155.19,2/23/2019,18:30,Cash,293.88,4.761904762,14.694,6
683,648-94-3045,C,NAYPYITAW,Normal,Male,Health and beauty,58.95,10,589.5,29.475,154.392,02/07/2019,14:27,Ewallet,589.5,4.761904762,29.475,8.1
684,130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,291,14.55,154.1295,01/11/2019,13:57,Ewallet,291,4.761904762,14.55,9.4
685,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,39.48,1.974,153.048,02/12/2019,19:43,Cash,39.48,4.761904762,1.974,6.5
686,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,34.81,1.7405,152.838,1/14/2019,10:11,Credit card,34.81,4.761904762,1.7405,7
687,370-96-0655,C,NAYPYITAW,Normal,Female,Fashion accessories,49.32,6,295.92,14.796,152.775,01/09/2019,13:46,Ewallet,295.92,4.761904762,14.796,7.1
688,105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,42.96,2.148,152.712,2/27/2019,12:22,Ewallet,42.96,4.761904762,2.148,6.6
689,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,138.48,6.924,152.019,1/24/2019,19:20,Ewallet,138.48,4.761904762,6.924,4.9
690,241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,98.2,4.91,151.515,01/08/2019,12:58,Credit card,98.2,4.761904762,4.91,6.4
691,767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,129.66,6.483,151.4835,01/08/2019,11:59,Credit card,129.66,4.761904762,6.483,8
692,648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,635.6,31.78,151.284,1/16/2019,17:59,Cash,635.6,4.761904762,31.78,4.3
694,173-57-2300,C,NAYPYITAW,Member,Male,Sports and travel,72.88,2,145.76,7.288,150.78,3/13/2019,12:51,Cash,145.76,4.761904762,7.288,6.1
695,305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,201.3,10.065,150.423,2/15/2019,10:36,Cash,201.3,4.761904762,10.065,7.5
696,394-55-6384,C,NAYPYITAW,Member,Female,Sports and travel,70.19,9,631.71,31.5855,150.0975,1/25/2019,13:38,Cash,631.71,4.761904762,31.5855,6.7
697,266-20-6657,C,NAYPYITAW,Member,Male,Food and beverages,55.04,7,385.28,19.264,149.3625,03/12/2019,19:39,Ewallet,385.28,4.761904762,19.264,5.2
698,689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,486.3,24.315,148.995,03/04/2019,12:44,Cash,486.3,4.761904762,24.315,8.8
699,196-01-2849,C,NAYPYITAW,Member,Female,Fashion accessories,73.38,7,513.66,25.683,148.974,02/10/2019,13:56,Cash,513.66,4.761904762,25.683,9.5
700,372-62-5264,C,NAYPYITAW,Normal,Female,Food and beverages,52.6,9,473.4,23.67,148.68,1/16/2019,14:42,Cash,473.4,4.761904762,23.67,7.6
701,800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,436.85,21.8425,147.798,1/29/2019,19:45,Cash,436.85,4.761904762,21.8425,6.6
702,182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,108.16,5.408,147.672,01/01/2019,20:26,Ewallet,108.16,4.761904762,5.408,6.9
703,826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,248.76,12.438,146.9475,01/06/2019,19:46,Ewallet,248.76,4.761904762,12.438,4.3
704,868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,626.22,31.311,146.6325,2/19/2019,19:38,Credit card,626.22,4.761904762,31.311,7.8
705,751-41-9720,C,NAYPYITAW,Normal,Male,Home and lifestyle,97.5,10,975,48.75,146.328,01/12/2019,16:18,Ewallet,975,4.761904762,48.75,8
706,626-43-7888,C,NAYPYITAW,Normal,Female,Fashion accessories,60.41,8,483.28,24.164,146.223,02/07/2019,12:23,Ewallet,483.28,4.761904762,24.164,9.6
707,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,96.96,4.848,145.971,3/27/2019,19:11,Credit card,96.96,4.761904762,4.848,4.3
708,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,197.7,9.885,145.74,2/27/2019,18:57,Credit card,197.7,4.761904762,9.885,5
709,729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,724.23,36.2115,145.593,01/06/2019,11:18,Cash,724.23,4.761904762,36.2115,9.2
710,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,795.51,39.7755,145.5825,03/02/2019,12:40,Cash,795.51,4.761904762,39.7755,6.3
711,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,502.39,25.1195,145.404,3/29/2019,14:06,Cash,502.39,4.761904762,25.1195,8.9
712,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,172,8.6,145.068,1/31/2019,20:48,Ewallet,172,4.761904762,8.6,7.6
713,162-65-8559,C,NAYPYITAW,Member,Male,Food and beverages,68.98,1,68.98,3.449,144.963,1/21/2019,20:13,Cash,68.98,4.761904762,3.449,4.8
714,760-27-5490,C,NAYPYITAW,Normal,Male,Fashion accessories,15.62,8,124.96,6.248,144.081,1/20/2019,20:37,Ewallet,124.96,4.761904762,6.248,9.1
715,445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,77.1,3.855,143.9865,1/17/2019,17:59,Ewallet,77.1,4.761904762,3.855,6.1
716,786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,483.72,24.186,143.22,2/28/2019,20:18,Cash,483.72,4.761904762,24.186,9.1
717,728-88-7867,C,NAYPYITAW,Member,Female,Home and lifestyle,75.53,4,302.12,15.106,142.947,3/19/2019,15:52,Ewallet,302.12,4.761904762,15.106,8.3
718,183-21-3799,C,NAYPYITAW,Normal,Female,Electronic accessories,77.63,9,698.67,34.9335,142.002,2/19/2019,15:14,Ewallet,698.67,4.761904762,34.9335,7.2
719,268-20-3585,C,NAYPYITAW,Normal,Female,Health and beauty,13.85,9,124.65,6.2325,141.75,02/04/2019,12:50,Ewallet,124.65,4.761904762,6.2325,6
720,735-32-9839,C,NAYPYITAW,Member,Male,Fashion accessories,98.7,8,789.6,39.48,140.6475,1/31/2019,10:36,Ewallet,789.6,4.761904762,39.48,8.5
721,258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,178.4,8.92,140.385,02/06/2019,18:33,Credit card,178.4,4.761904762,8.92,6.6
722,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,500.22,25.011,139.923,3/28/2019,16:06,Ewallet,500.22,4.761904762,25.011,4.5
723,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,35.82,,138.978,1/19/2019,12:47,Credit card,35.82,4.761904762,1.791,8.1
724,788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,136.14,6.807,138.663,2/17/2019,13:34,Credit card,136.14,4.761904762,6.807,7.2
725,821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,104.88,5.244,138.1275,1/18/2019,15:04,Credit card,104.88,4.761904762,5.244,6.1
726,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,178.92,8.946,137.865,02/02/2019,20:42,Cash,178.92,4.761904762,8.946,7.1
727,678-79-0726,C,NAYPYITAW,Member,Female,Sports and travel,90.63,9,815.67,40.7835,137.004,1/18/2019,15:28,Cash,815.67,4.761904762,40.7835,5.1
728,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,132.36,6.618,136.143,3/18/2019,13:45,Credit card,132.36,4.761904762,6.618,7.9
729,592-46-1692,C,NAYPYITAW,Member,Female,Food and beverages,36.77,7,257.39,12.8695,135.576,01/11/2019,20:10,Cash,257.39,4.761904762,12.8695,7.4
730,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,93.36,4.668,135.45,02/04/2019,18:53,Ewallet,93.36,4.761904762,4.668,7.4
731,149-14-0304,C,NAYPYITAW,Member,Female,Health and beauty,28.5,8,228,11.4,135.3555,02/06/2019,14:24,Cash,228,4.761904762,11.4,6.6
732,442-44-6497,C,NAYPYITAW,Member,Male,Home and lifestyle,55.57,3,166.71,8.3355,133.917,01/08/2019,11:42,Credit card,166.71,4.761904762,8.3355,5.9
733,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,697.4,34.87,133.434,03/05/2019,17:49,Credit card,697.4,4.761904762,34.87,8.9
734,210-74-9613,C,NAYPYITAW,Normal,Male,Fashion accessories,97.26,4,389.04,19.452,133.35,3/16/2019,15:33,Ewallet,389.04,4.761904762,19.452,6.8
735,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,365.26,18.263,132.762,03/09/2019,10:54,Cash,365.26,4.761904762,18.263,9.3
736,247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,89.28,4.464,132.5625,03/01/2019,16:23,Credit card,89.28,4.761904762,4.464,4.4
737,635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,168,8.4,132.027,2/28/2019,19:33,Ewallet,168,4.761904762,8.4,4.8
738,756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,19.7,0.985,131.922,02/08/2019,11:39,Ewallet,19.7,4.761904762,0.985,9.5
739,438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,531.16,26.558,131.208,1/24/2019,10:38,Ewallet,531.16,4.761904762,26.558,8.9
740,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,53.72,2.686,130.8825,03/01/2019,20:03,Ewallet,53.72,4.761904762,2.686,6.4
741,607-65-2441,C,NAYPYITAW,Member,Male,Health and beauty,,10,0,,130.0425,03/10/2019,12:39,Credit card,,4.761904762,,6
742,386-27-7606,C,NAYPYITAW,Member,Female,Home and lifestyle,81.2,7,568.4,28.42,130.032,3/23/2019,15:59,Credit card,568.4,4.761904762,28.42,8.1
743,137-63-5492,C,NAYPYITAW,Normal,Male,Electronic accessories,58.76,10,587.6,29.38,128.4255,1/29/2019,14:26,Ewallet,587.6,4.761904762,29.38,9
744,197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,732.48,36.624,128.016,01/12/2019,18:22,Ewallet,732.48,4.761904762,36.624,6
745,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,845.64,42.282,127.827,3/20/2019,11:32,Cash,845.64,4.761904762,42.282,9.8
746,733-29-1227,C,NAYPYITAW,Normal,Male,Home and lifestyle,55.61,7,389.27,19.4635,127.26,3/23/2019,12:41,Cash,389.27,4.761904762,19.4635,8.5
747,451-73-2711,C,NAYPYITAW,Normal,Male,Food and beverages,84.83,1,84.83,4.2415,125.979,1/14/2019,15:20,Ewallet,84.83,4.761904762,4.2415,8.8
748,373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,143.26,7.163,125.7165,02/12/2019,14:33,Ewallet,143.26,4.761904762,7.163,8.8
749,546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,75.38,3.769,125.706,2/20/2019,15:29,Ewallet,75.38,4.761904762,3.769,9.5
750,345-68-9016,C,NAYPYITAW,Member,Female,Sports and travel,31.67,8,253.36,12.668,125.664,01/02/2019,16:19,Credit card,253.36,4.761904762,12.668,5.6
751,390-17-5806,C,NAYPYITAW,Member,Female,Food and beverages,38.42,1,38.42,1.921,125.517,02/02/2019,16:33,Cash,38.42,4.761904762,1.921,8.6
752,457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,652.3,32.615,125.055,01/08/2019,19:07,Credit card,652.3,4.761904762,32.615,5.2
753,664-14-2882,C,NAYPYITAW,Member,Female,Home and lifestyle,10.53,5,52.65,2.6325,122.5245,1/30/2019,14:43,Credit card,52.65,4.761904762,2.6325,5.8
754,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,110.61,5.5305,122.472,3/26/2019,19:28,Credit card,110.61,4.761904762,5.5305,8
755,314-23-4520,C,NAYPYITAW,Member,Male,Health and beauty,81.23,7,568.61,28.4305,121.863,1/15/2019,20:44,Cash,568.61,4.761904762,28.4305,9
756,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,89.28,4.464,121.59,3/14/2019,11:16,Ewallet,89.28,4.761904762,4.464,4.1
757,585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,136.4,6.82,121.569,02/03/2019,10:31,Credit card,136.4,4.761904762,6.82,8.6
758,807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,174.2,8.71,121.128,2/22/2019,12:30,Ewallet,174.2,4.761904762,8.71,7
759,775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,366.4,18.32,120.645,1/24/2019,15:05,Ewallet,366.4,4.761904762,18.32,8.4
760,288-38-3758,C,NAYPYITAW,Member,Female,Fashion accessories,84.87,3,254.61,12.7305,120.162,1/25/2019,18:30,Ewallet,254.61,4.761904762,12.7305,7.4
761,652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,778.32,38.916,119.259,03/09/2019,13:18,Credit card,778.32,4.761904762,38.916,6.2
762,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,285.92,14.296,118.902,2/17/2019,15:28,Ewallet,285.92,4.761904762,14.296,4.9
763,406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,579.12,28.956,118.251,01/11/2019,11:52,Cash,579.12,4.761904762,28.956,4.5
764,250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,188.5,9.425,118.062,2/27/2019,18:24,Ewallet,188.5,4.761904762,9.425,5.6
765,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,221.56,11.078,117.831,3/25/2019,15:19,Ewallet,221.56,4.761904762,11.078,8
766,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,772,38.6,116.907,02/11/2019,10:38,Credit card,772,4.761904762,38.6,5.6
767,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,721.3,36.065,116.1405,1/31/2019,15:12,Credit card,721.3,4.761904762,36.065,4.2
768,410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,511.04,25.552,115.185,1/20/2019,17:48,Ewallet,511.04,4.761904762,25.552,9.9
769,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,53.45,2.6725,115.08,3/26/2019,11:07,Ewallet,53.45,4.761904762,2.6725,7.6
770,787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,222,11.1,113.568,1/20/2019,15:48,Credit card,222,4.761904762,11.1,6.6
771,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,763.68,38.184,112.224,03/05/2019,19:40,Ewallet,763.68,4.761904762,38.184,4.7
772,801-88-0346,C,NAYPYITAW,Normal,Female,Fashion accessories,76.06,3,228.18,11.409,110.124,01/05/2019,20:30,Credit card,228.18,4.761904762,11.409,9.8
773,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,82.14,4.107,110.0925,2/13/2019,13:59,Cash,82.14,4.761904762,4.107,6.3
774,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,382.56,19.128,107.31,3/16/2019,18:51,Cash,382.56,4.761904762,19.128,7.9
775,886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,68.58,3.429,107.142,1/15/2019,17:24,Cash,68.58,4.761904762,3.429,7.7
776,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,382.16,19.108,106.995,2/26/2019,11:58,Ewallet,382.16,4.761904762,19.108,4.5
777,759-98-4285,C,NAYPYITAW,Member,Female,Health and beauty,85.87,7,601.09,30.0545,106.596,2/27/2019,19:01,Credit card,601.09,4.761904762,30.0545,8
778,201-63-8275,C,NAYPYITAW,Member,Female,Sports and travel,67.99,7,475.93,23.7965,106.5015,2/17/2019,16:50,Ewallet,475.93,4.761904762,23.7965,5.7
779,471-06-8611,C,NAYPYITAW,Normal,Female,Food and beverages,52.42,1,52.42,2.621,105,02/06/2019,10:22,Credit card,52.42,4.761904762,2.621,6.3
780,200-16-5952,C,NAYPYITAW,Member,Male,Food and beverages,65.65,2,131.3,6.565,104.832,1/17/2019,16:46,Cash,131.3,4.761904762,6.565,6
781,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,144.3,7.215,104.6745,1/22/2019,18:08,Credit card,144.3,4.761904762,7.215,8
782,102-77-2261,C,NAYPYITAW,Member,Male,Health and beauty,65.31,7,457.17,22.8585,103.824,03/05/2019,18:02,Credit card,457.17,4.761904762,22.8585,4.2
783,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,93.38,4.669,103.782,01/03/2019,13:07,Cash,93.38,4.761904762,4.669,9.6
784,102-06-2002,C,NAYPYITAW,Member,Male,Sports and travel,25.25,5,126.25,6.3125,103.635,3/20/2019,17:52,Cash,126.25,4.761904762,6.3125,6.1
785,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,790.83,39.5415,103.131,1/31/2019,20:32,Ewallet,790.83,4.761904762,39.5415,5.6
786,629-42-4133,C,NAYPYITAW,Normal,Male,Health and beauty,21.8,8,174.4,8.72,103.11,2/19/2019,19:24,Cash,174.4,4.761904762,8.72,8.3
787,534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,379.04,18.952,103.0365,02/11/2019,16:06,Ewallet,379.04,4.761904762,18.952,7.8
788,307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,30.62,1.531,102.837,02/05/2019,14:14,Credit card,30.62,4.761904762,1.531,4.1
789,468-99-7231,C,NAYPYITAW,Normal,Female,Home and lifestyle,44.01,8,352.08,17.604,102.396,03/03/2019,17:36,Cash,352.08,4.761904762,17.604,8.8
790,516-77-6464,C,NAYPYITAW,Member,Female,Health and beauty,10.16,5,50.8,2.54,102.018,2/24/2019,13:08,Ewallet,50.8,4.761904762,2.54,4.1
791,404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,522.06,26.103,101.808,02/04/2019,16:09,Credit card,522.06,4.761904762,26.103,9
792,886-77-9084,C,NAYPYITAW,Normal,Male,Electronic accessories,71.89,8,575.12,28.756,101.64,2/19/2019,11:33,Ewallet,575.12,4.761904762,28.756,5.5
793,790-38-4466,C,NAYPYITAW,Normal,Female,Health and beauty,10.99,5,54.95,2.7475,100.9155,1/23/2019,10:18,Credit card,54.95,4.761904762,2.7475,9.3
794,704-10-4056,C,NAYPYITAW,Member,Male,Health and beauty,60.47,3,181.41,9.0705,100.485,1/14/2019,10:55,Credit card,181.41,4.761904762,9.0705,5.6
795,497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,412.37,20.6185,100.128,1/17/2019,15:15,Ewallet,412.37,4.761904762,20.6185,9.7
796,651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,46.41,2.3205,99.9075,03/03/2019,20:06,Credit card,46.41,4.761904762,2.3205,4
797,400-80-4065,C,NAYPYITAW,Member,Male,Health and beauty,68.55,4,274.2,13.71,99.75,2/15/2019,20:21,Credit card,274.2,4.761904762,13.71,9.2
798,744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,973.7,48.685,99.54,1/15/2019,13:48,Credit card,973.7,4.761904762,48.685,4.9
799,263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,648.2,32.41,99.33,2/27/2019,12:52,Credit card,648.2,4.761904762,32.41,9.3
800,702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,93.22,4.661,98.049,2/26/2019,12:28,Credit card,93.22,4.761904762,4.661,6.6
801,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,54.36,2.718,98.028,3/15/2019,16:26,Ewallet,54.36,4.761904762,2.718,4.3
802,443-60-9639,C,NAYPYITAW,Member,Female,Home and lifestyle,60.87,1,60.87,3.0435,97.881,1/24/2019,13:24,Cash,60.87,4.761904762,3.0435,5.5
803,864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,244.9,12.245,97.818,2/22/2019,15:15,Cash,244.9,4.761904762,12.245,8.1
804,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,92.78,4.639,97.419,3/15/2019,10:50,Credit card,92.78,4.761904762,4.639,9.8
805,401-09-4232,C,NAYPYITAW,Member,Male,Home and lifestyle,86.69,5,433.45,21.6725,96.642,02/11/2019,18:38,Ewallet,433.45,4.761904762,21.6725,9.4
806,751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,138.06,6.903,96.579,01/12/2019,16:45,Ewallet,138.06,4.761904762,6.903,7.9
807,324-41-6833,C,NAYPYITAW,Member,Female,Electronic accessories,30.2,8,241.6,12.08,96.1905,03/03/2019,19:30,Ewallet,241.6,4.761904762,12.08,5.1
808,474-33-8305,C,NAYPYITAW,Member,Male,Fashion accessories,67.39,7,471.73,23.5865,96.138,3/23/2019,13:23,Ewallet,471.73,4.761904762,23.5865,6.9
809,759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,440.64,22.032,95.9175,03/04/2019,11:27,Cash,440.64,4.761904762,22.032,8
810,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,680.31,34.0155,95.865,2/23/2019,11:12,Cash,680.31,4.761904762,34.0155,8
811,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,309.88,15.494,95.6655,3/17/2019,16:36,Cash,309.88,4.761904762,15.494,4.2
812,618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,186.36,9.318,94.2375,1/16/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5
813,257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,200.92,10.046,94.185,01/08/2019,17:12,Cash,200.92,4.761904762,10.046,9
814,559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,17.75,0.8875,94.1745,1/14/2019,10:38,Cash,17.75,4.761904762,0.8875,8.6
815,189-55-2313,C,NAYPYITAW,Normal,Female,Fashion accessories,62.18,10,621.8,31.09,93.744,1/31/2019,10:33,Ewallet,621.8,4.761904762,31.09,6
816,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,86,4.3,93.744,3/15/2019,14:38,Ewallet,86,4.761904762,4.3,6.2
817,380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,402.6,20.13,93.2925,2/24/2019,18:06,Credit card,402.6,4.761904762,20.13,5
818,815-04-6282,C,NAYPYITAW,Member,Female,Sports and travel,64.97,5,324.85,16.2425,93.114,02/08/2019,12:52,Credit card,324.85,4.761904762,16.2425,6.5
819,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,95.15,4.7575,93.0405,3/22/2019,14:00,Cash,95.15,4.761904762,4.7575,6
820,778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,388.96,19.448,92.8725,1/24/2019,10:57,Cash,388.96,4.761904762,19.448,5
821,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,425.68,21.284,92.7255,3/14/2019,16:45,Ewallet,425.68,4.761904762,21.284,5
822,477-59-2456,C,NAYPYITAW,Normal,Female,Fashion accessories,45.44,7,318.08,15.904,92.5575,1/23/2019,11:15,Cash,318.08,4.761904762,15.904,9.2
823,832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,271.04,13.552,92.442,1/19/2019,20:29,Ewallet,271.04,4.761904762,13.552,9.6
824,869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,384.64,19.232,92.295,1/27/2019,20:03,Credit card,384.64,4.761904762,19.232,8.4
825,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,235.8,11.79,91.8225,02/03/2019,14:35,Credit card,235.8,4.761904762,11.79,6
826,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,211.56,10.578,91.77,3/25/2019,16:32,Ewallet,211.56,4.761904762,10.578,6.7
827,186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,95.36,4.768,91.56,2/24/2019,10:10,Credit card,95.36,4.761904762,4.768,4.1
828,784-21-9238,C,NAYPYITAW,Member,Male,Sports and travel,10.17,1,10.17,0.5085,91.4025,02/07/2019,14:15,Cash,10.17,4.761904762,0.5085,5.9
